1767,,,,,821,Domeinnaambeleid,Websitetest Internet.nl,,,,,,,,,,,E-mailtest Internet.nl,,,,,,,,,565
URL,Organisatietype,Organisatie,Suborganisatie,Afdeling,Bezoeken/mnd,Voldoet,Totaal,IPv6,DNSSEC,HTTPS,CSP,RefPol.,X-Cont.,X-Frame.,SecurityTxt,RPKI,Testdatum,Totaal,IPv6,DNSSEC,STARTTLS en DANE,DMARC,DKIM,SPF,RPKI,Testdatum,Platformgebruik
http://www.kabinetvandekoning.nl,Overheid,AZ (Ministerie van Algemene Zaken),RVD (Rijksvoorlichtingsdienst),KvdK,2167,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.groeiennaarmorgen.nl,Rijksoverheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",,STAF COM,2150,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 00:16:38,ja,ja,ja,,ja,,ja,ja,2024-06-13 21:04:05,Platform Rijksoverheid Online (AZ/DPC)
http://www.rda.nl,Overheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",RDA (Raad voor Dierenaangelegenheden),,2137,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.dggf.nl,Rijksoverheid,BZ (Ministerie van Buitenlandse Zaken),,DGGF,2107,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.sbr-nl.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,Informatievoorzieningen,2040,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:56:14,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:43:03,DICTU Platform (EZK/DICTU)
http://www.monitorgezondheid.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),,2036,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 20:56:14,nee,nee,ja,,waarschuwing,nee,nee,ja,2024-06-13 19:43:03
http://www.fmhaaglanden.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),FMH (FMHaaglanden),,2027,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.inspectie-checklist.nl,Rijksoverheid,SZW (Ministerie van Sociale Zaken en Werkgelegenheid),NLA (Nederlandse Arbeidsinspectie),,2024,ja,ja,ja,ja,ja,waarschuwing,waarschuwing,ja,ja,ja,ja,2024-06-20 20:56:14,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:43:03
http://www.ggo-vergunningverlening.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),,2023,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 20:56:14,nee,nee,ja,,waarschuwing,nee,nee,ja,2024-06-13 19:43:03
http://www.nrgd.nl,Overheid,JenV (Ministerie van Justitie en Veiligheid),NRGD (Nederlands Register Gerechtelijk Deskundigen),,2009,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.netwerkplatteland.nl,Rijksoverheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",,DG AGRO,2004,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:56:14,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:43:03,Platform Rijksoverheid Online (AZ/DPC)
http://www.bureauncdr.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),NCDR (Nationaal Coördinator tegen Discriminatie en Racisme),,2002,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 23:57:38,ja,ja,ja,,ja,,ja,ja,2024-06-13 20:54:45,Platform Rijksoverheid Online (AZ/DPC)
http://waterinfo-extra.rws.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,1996,ja,nee,nee,ja,nee,waarschuwing,,,,info,ja,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:47:42
http://www.rijksorganisatiebeveiligingenlogistiek.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),RBL (Rijksorganisatie Beveiliging en Logistiek),,1980,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 06:57:33,ja,ja,ja,,ja,,ja,ja,2024-06-14 00:36:56,Platform Rijksoverheid Online (AZ/DPC)
http://www.expertisecentrumlyme.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),NLe,1955,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 20:56:14,nee,nee,ja,,nee,nee,nee,ja,2024-06-13 19:43:03
http://www.acoi.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),ACOI (Adviescollege Openbaarheid en Informatiehuishouding),,1949,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-21 02:47:42,ja,ja,ja,,ja,,ja,ja,2024-06-13 22:30:53
http://nevo-online.rivm.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),,1933,nee,nee,nee,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 18:03:01,nee,nee,ja,,ja,nee,nee,ja,2024-06-13 17:58:41
http://burgemeesterworden.politiekeambtsdragers.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),,DGBRW,1929,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 09:33:36,ja,ja,ja,,ja,,ja,ja,2024-06-14 02:17:39
http://english.rekenkamer.nl,Overheid,AR (Algemene Rekenkamer),,,1911,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 17:31:41,ja,ja,ja,,ja,,ja,ja,2024-06-13 17:30:40,Platform Rijksoverheid Online (AZ/DPC)
http://www.ceg.nl,Overheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RVS (Raad voor Volksgezondheid en Samenleving),,1895,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.nlplatform.com,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RVO (Rijksdienst voor Ondernemend Nederland),,1885,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:56:14,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:43:03
http://basisinformatie-overstromingen.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,1875,ja,nee,nee,ja,nee,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 17:15:00,ja,ja,ja,,ja,,ja,ja,2024-06-13 17:08:59
http://www.leeroverzicht.nl,Overheid,ICTU (Stichting ICTU),,,1839,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-21 05:36:31,nee,ja,ja,nee,ja,nee,ja,ja,2024-06-13 23:35:15
http://www.justitieleictorganisatie.nl,Rijksoverheid,JenV (Ministerie van Justitie en Veiligheid),JIO (Justitiële ICT Organisatie),,1821,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.bedrijvenbeleidinbeeld.nl,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RVO (Rijksdienst voor Ondernemend Nederland),DG B&I TOP,1816,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.energieoprijksgrond.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,1806,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23
http://www.kennisknooppuntparticipatie.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),,BSK/DP,1796,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 20:56:14,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:43:03
http://www.iob-evaluatie.nl,Rijksoverheid,BZ (Ministerie van Buitenlandse Zaken),,IOB,1789,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.nationaleenergieatlas.nl,Rijksoverheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",,,1782,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 20:56:14,nee,nee,ja,,ja,nee,nee,ja,2024-06-13 19:43:03
http://magazines.riec.nl,Overheid,JenV (Ministerie van Justitie en Veiligheid),,DGRR/RIEC-LIEC (Regionaal-/Landelijk Informatie- en Expertise Centrum),1745,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 06:15:32,ja,ja,ja,,ja,,ja,ja,2024-06-14 00:00:56,Platform Rijksoverheid Online (AZ/DPC)
http://www.veiligepubliekedienstverlening.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),,,1732,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://english.dggf.nl,Rijksoverheid,BZ (Ministerie van Buitenlandse Zaken),,DGGF,1684,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 17:31:41,ja,ja,ja,,ja,,ja,ja,2024-06-13 17:30:40,Platform Rijksoverheid Online (AZ/DPC)
http://www.nederlanddigitaal.nl,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),ECP (Platform voor de InformatieSamenleving),,1684,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://rijkswaterstaatdata.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,1681,ja,nee,nee,ja,nee,waarschuwing,,,,info,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:47:42
http://www.staatsexamensvo.nl,Rijksoverheid,"OCW (Ministerie van Onderwijs, Cultuur en Wetenschap)",CvTE (College voor Toetsen en Examens),,1662,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.gobiernudireino.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),,,1633,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.agendalaadinfrastructuur.nl,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RVO (Rijksdienst voor Ondernemend Nederland),,1621,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23
http://www.row-minvws.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",,Kerndepartement/VGP,1609,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://english.rijksdienstcn.com,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),RCN (Rijksdienst Caribisch Nederland),,1602,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 17:31:41,ja,ja,ja,,ja,,ja,ja,2024-06-13 17:30:40,Platform Rijksoverheid Online (AZ/DPC)
http://kennisdelen.rvo.nl,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RVO (Rijksdienst voor Ondernemend Nederland),,1598,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-21 00:33:59,ja,ja,ja,,ja,,ja,ja,2024-06-13 21:21:25
http://www.uitelkaarmetkinderen.nl,Rijksoverheid,JenV (Ministerie van Justitie en Veiligheid),,,1595,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 08:10:55,ja,ja,ja,,ja,,ja,ja,2024-06-14 01:27:58,Platform Rijksoverheid Online (AZ/DPC)
http://papiamentu.rijksdienstcn.com,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),RCN (Rijksdienst Caribisch Nederland),,1577,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:12:22,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:06:01,Platform Rijksoverheid Online (AZ/DPC)
http://www.raadbaak.nl,Overheid,No (Nationale ombudsman),,,1558,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 23:25:57,nee,ja,ja,,nee,nee,nee,ja,2024-06-13 20:36:44
http://www.ctivd.nl,Overheid,AZ (Ministerie van Algemene Zaken),CTIVD (Commissie van Toezicht op de Inlichtingen en Veiligheidsdiensten),,1557,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.nederlandcirculairin2050.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),,BSK/DGMI,1548,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 07:37:34,ja,ja,ja,,ja,,ja,ja,2024-06-14 01:11:17,Platform Rijksoverheid Online (AZ/DPC)
http://english.dienstterugkeerenvertrek.nl,Rijksoverheid,JenV (Ministerie van Justitie en Veiligheid),DT&V (Dienst Terugkeer en Vertrek),,1544,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 19:59:04,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:16:22,Platform Rijksoverheid Online (AZ/DPC)
http://www.internationalerechtshulp.nl,Rijksoverheid,JenV (Ministerie van Justitie en Veiligheid),,DGRR)/DJOA/AIRS,1536,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.verduurzamingindustrie.nl,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RVO (Rijksdienst voor Ondernemend Nederland),,1534,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 20:56:14,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 19:43:03
http://english.autoriteitnvs.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),ANVS (Autoriteit Nucleaire Veiligheid en Stralingsbescherming),,1529,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 17:31:41,ja,ja,ja,,ja,,ja,ja,2024-06-13 17:30:40,Platform Rijksoverheid Online (AZ/DPC)
http://www.microfoonbanden.nl,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RDI (Rijksinspectie Digitale Infrastructuur),,1527,ja,nee,nee,ja,nee,waarschuwing,,,,,ja,2024-06-20 20:56:14,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:43:03
http://waterveiligheidsportaal.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,1525,ja,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,ja,waarschuwing,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21
http://www.volksgezondheidtoekomstverkenning.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),,1518,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 23:44:18,nee,nee,ja,,waarschuwing,nee,nee,ja,2024-06-13 20:47:44
http://www.bureaubiosecurity.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),,1517,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 20:56:14,nee,nee,ja,,waarschuwing,nee,nee,ja,2024-06-13 19:43:03
http://adviezen.raadrvs.nl,Overheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RVS (Raad voor Volksgezondheid en Samenleving),,1515,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 19:59:04,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:16:22
http://www.wegwijzermensenhandel.nl,Rijksoverheid,JenV (Ministerie van Justitie en Veiligheid),,DGRR/DRC,1509,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:56:14,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:43:03,Platform Rijksoverheid Online (AZ/DPC)
http://www.overlegorgaanfysiekeleefomgeving.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),,BSK/DP,1507,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 20:56:14,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:43:03
http://www.rijksinkoopsamenwerking.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),RIS (Rijksinkoopsamenwerking),,1500,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 06:57:33,ja,ja,ja,,ja,,ja,ja,2024-06-14 00:36:56,Platform Rijksoverheid Online (AZ/DPC)
http://www.pagw.nl,Rijksoverheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",RVO (Rijksdienst voor Ondernemend Nederland),DG NV VenGW,1498,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 00:33:59,ja,ja,ja,,ja,,ja,ja,2024-06-13 21:21:25,Platform Rijksoverheid Online (AZ/DPC)
http://zwerfafval.rijkswaterstaat.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),WVL,1496,ja,nee,ja,ja,nee,waarschuwing,ja,ja,info,info,ja,2024-06-20 23:25:57,ja,ja,ja,,ja,,ja,ja,2024-06-13 20:36:44
http://open.minvws.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",,Kerndepartement/PDO,1473,ja,nee,ja,nee,ja,ja,ja,ja,ja,info,ja,2024-06-21 09:04:36,nee,ja,nee,,ja,nee,nee,ja,2024-06-14 01:54:38
http://deutsch.postedworkers.nl,Rijksoverheid,SZW (Ministerie van Sociale Zaken en Werkgelegenheid),,DGW/AV,1459,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:45:22,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:30:21,Platform Rijksoverheid Online (AZ/DPC)
http://tl.iplo.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),,,1420,ja,nee,nee,ja,nee,waarschuwing,,,,waarschuwing,ja,2024-06-20 20:16:13,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:27:23
http://vangbuitenshuis.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,1417,ja,nee,nee,ja,nee,waarschuwing,,,,info,ja,2024-06-20 18:45:22,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:30:21
http://klachtenformulier.mensenrechten.nl,Overheid,JenV (Ministerie van Justitie en Veiligheid),CRM (College voor de Rechten van de Mens),,1410,,nee,ja,ja,nee,waarschuwing,waarschuwing,ja,ja,waarschuwing,ja,2024-06-21 01:32:40,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 21:43:52
http://www.uboregistertrusts.nl,Overheid,EZK (Ministerie van Economische Zaken en Klimaat),KVK (Kamer van Koophandel),,1410,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 05:36:31,ja,ja,ja,,ja,,ja,ja,2024-06-13 23:35:15,Platform Rijksoverheid Online (AZ/DPC)
http://docs.ndw.nu,Overheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),NDW (Nationaal Dataportaal Wegverkeer),1400,,nee,nee,ja,nee,waarschuwing,ja,ja,info,waarschuwing,ja,2024-06-21 03:04:42,ja,ja,ja,,ja,,ja,ja,2024-06-13 22:44:14
http://dcypher.nl,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RVO (Rijksdienst voor Ondernemend Nederland),,1392,ja,nee,nee,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 17:24:40,ja,ja,ja,ja,ja,ja,ja,ja,2024-06-13 17:17:40,Stichting Pleio
http://kenniscentrum-oo.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),WVL,1387,ja,nee,nee,ja,nee,waarschuwing,,,,info,ja,2024-06-20 20:30:33,nee,nee,ja,nee,ja,ja,ja,ja,2024-06-13 19:36:23
http://draaiboekpsie.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),,1386,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 18:45:22,nee,nee,ja,ja,waarschuwing,ja,nee,ja,2024-06-13 18:30:21
http://www.bronbeek.nl,Rijksoverheid,DEF (Ministerie van Defensie),,,1366,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 23:44:18,ja,ja,ja,,ja,,ja,ja,2024-06-13 20:47:44,Platform Rijksoverheid Online (AZ/DPC)
http://www.kik-v.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",ZIN (Zorginstituut Nederland),,1364,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.toekomstglb.nl,Rijksoverheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",,DG AGRO EIA,1350,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.mirttrajecten.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),,BSK/DGMo,1345,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 23:25:57,ja,ja,ja,,ja,,ja,ja,2024-06-13 20:36:44,Platform Rijksoverheid Online (AZ/DPC)
http://www.duurzaamdoor.nl,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RVO (Rijksdienst voor Ondernemend Nederland),,1317,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:56:14,nee,ja,ja,ja,ja,nee,ja,ja,2024-06-13 19:43:03
http://www.donorgegevens.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",CIBG,,1299,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.overeuropa.nl,Rijksoverheid,BZ (Ministerie van Buitenlandse Zaken),,,1299,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 09:48:17,ja,ja,ja,,ja,,ja,ja,2024-06-14 02:24:39,Platform Rijksoverheid Online (AZ/DPC)
http://projecten.netwerkplatteland.nl,Rijksoverheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",,DG AGRO,1298,ja,nee,nee,ja,nee,waarschuwing,,,,,ja,2024-06-20 19:59:04,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:16:22
http://www.rijksschoonmaak.nl,Rijksoverheid,SZW (Ministerie van Sociale Zaken en Werkgelegenheid),RSO (Rijksschoonmaakorganisatie),PSG/RSO,1284,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.erfgoeddeal.nl,Rijksoverheid,"OCW (Ministerie van Onderwijs, Cultuur en Wetenschap)",RCE (Rijksdienst voor het Cultureel Erfgoed),,1282,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 20:39:33,ja,ja,ja,,ja,,ja,ja,2024-06-13 19:37:23,Platform Rijksoverheid Online (AZ/DPC)
http://www.inspectiebtd.nl,Rijksoverheid,FIN (Ministerie van Financiën),"Inspectie belastingen, toeslagen en douane",,1282,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 00:33:59,ja,ja,ja,,ja,,ja,ja,2024-06-13 21:21:25,Platform Rijksoverheid Online (AZ/DPC)
http://www.competentnl.nl,Overheid,SZW (Ministerie van Sociale Zaken en Werkgelegenheid),UWV (Uitvoeringsinstituut Werknemersverzekeringen),PRA,1282,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-21 05:15:30,ja,ja,ja,,ja,,ja,ja,2024-06-13 23:35:15,Platform Rijksoverheid Online (AZ/DPC)
