1767,,,,,821,Domeinnaambeleid,Websitetest Internet.nl,,,,,,,,,,,E-mailtest Internet.nl,,,,,,,,,565
URL,Organisatietype,Organisatie,Suborganisatie,Afdeling,Bezoeken/mnd,Voldoet,Totaal,IPv6,DNSSEC,HTTPS,CSP,RefPol.,X-Cont.,X-Frame.,SecurityTxt,RPKI,Testdatum,Totaal,IPv6,DNSSEC,STARTTLS en DANE,DMARC,DKIM,SPF,RPKI,Testdatum,Platformgebruik
http://sbr-wonen.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),ILT (Inspectie Leefomgeving en Transport),"Aedes, BZK, Aw en WSW",,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 18:45:22,nee,nee,nee,nee,nee,ja,ja,ja,2024-06-13 18:30:21
http://derdekamer.nl,Overheid,TK (Tweede Kamer der Staten-Generaal),,ProDemos,,,nee,nee,ja,nee,waarschuwing,ja,waarschuwing,info,waarschuwing,ja,2024-06-20 18:45:22,nee,nee,nee,nee,nee,ja,ja,ja,2024-06-13 18:30:21
http://parlement.nl,Overheid,TK (Tweede Kamer der Staten-Generaal),,,,,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,ja,ja,2024-06-20 18:57:23,nee,nee,nee,nee,waarschuwing,ja,ja,ja,2024-06-13 18:37:21
http://versnellingshuisce.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),,BSK/DGMI,,ja,nee,ja,ja,nee,waarschuwing,waarschuwing,ja,ja,waarschuwing,ja,2024-06-20 18:57:23,nee,nee,nee,nee,ja,ja,ja,ja,2024-06-13 18:37:21
http://omgevingsveiligheid.rivm.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),,,nee,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 18:57:23,nee,nee,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://mijn.belastingdienst-cn.nl,Rijksoverheid,FIN (Ministerie van Financiën),Belastingdienst,CN,,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21
http://odb.belastingdienst.nl,Rijksoverheid,FIN (Ministerie van Financiën),Belastingdienst,CAP,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:37:21
http://pih.belastingdienst.nl,Rijksoverheid,FIN (Ministerie van Financiën),Belastingdienst,CAP,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:37:21
http://gegevensportaal.belastingdienst.nl,Rijksoverheid,FIN (Ministerie van Financiën),Belastingdienst,,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:37:21
http://centraalaanspreekpuntpensioenen.belastingdienst.nl,Rijksoverheid,FIN (Ministerie van Financiën),Belastingdienst,CAP,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:37:21
http://werken.belastingdienst.nl,Rijksoverheid,FIN (Ministerie van Financiën),Belastingdienst,,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:37:21
http://netwerk.publiektoezicht.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),ILT (Inspectie Leefomgeving en Transport),,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://wetten.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://bag.basisregistraties.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Kadaster,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://brk.basisregistraties.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Kadaster,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://brt.basisregistraties.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Kadaster,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://drop.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://linkeddata.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,,,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://pre.omgevingswet.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),,RB/SBO/IPLO,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,nee,ja,ja,ja,ja,2024-06-13 18:37:21
http://treatydatabase.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://tuchtrecht.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://verdragenbank.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://wetgevingskalender.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,,,,ja,ja,ja,ja,waarschuwing,waarschuwing,ja,info,waarschuwing,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://hollandnationalparks.com,Overheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",Staatsbosbeheer,,,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 18:57:23,nee,nee,nee,nee,ja,ja,ja,ja,2024-06-13 18:37:21
http://2todrive.nl,Overheid,IenW (Ministerie van Infrastructuur en Waterstaat),RDW (Dienst Wegverkeer),,,,nee,nee,nee,nee,waarschuwing,waarschuwing,waarschuwing,ja,waarschuwing,waarschuwing,2024-06-20 18:57:23,nee,nee,nee,nee,nee,nee,ja,waarschuwing,2024-06-13 18:37:21
http://opwegmetwaterstof.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),Samenwerkingsverband overheid en bedrijfsleven,,nee,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 18:57:23,nee,nee,nee,nee,nee,ja,ja,ja,2024-06-13 18:37:21
http://q-bankplants.eu,Rijksoverheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",NVWA (Nederlandse Voedsel- en Warenautoriteit),,,ja,nee,nee,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21
http://toolkit.ontdekdezorg.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",,Kerndepartement/MEVA,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:37:21
http://postergenerator.ontdekdezorg.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",,Kerndepartement/MEVA,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:37:21
http://lokale-democratie.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21,Stichting Pleio
http://commissiebbv.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21,Stichting Pleio
http://bentwoud.staatsbosbeheer.nl,Overheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",Staatsbosbeheer,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21
http://ondernemersplein.kvk.nl,Overheid,EZK (Ministerie van Economische Zaken en Klimaat),KVK (Kamer van Koophandel),,,,nee,ja,ja,nee,waarschuwing,ja,ja,ja,info,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21
http://fortbijrijnauwen.staatsbosbeheer.nl,Overheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",Staatsbosbeheer,,,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21
http://schoorlseduinen.staatsbosbeheer.nl,Overheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",Staatsbosbeheer,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21
http://vrijwilligers.staatsbosbeheer.nl,Overheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",Staatsbosbeheer,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21
http://projects.knmi.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),KNMI (Koninklijk Nederlands Meteorologisch Instituut),,,nee,nee,nee,ja,nee,,,,,,ja,2024-06-20 18:57:23,nee,nee,ja,,ja,nee,nee,ja,2024-06-13 18:37:21
http://valuingwaterinitiative.org,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RVO (Rijksdienst voor Ondernemend Nederland),,,nee,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,waarschuwing,2024-06-20 18:57:23,ja,ja,ja,ja,ja,ja,ja,ja,2024-06-13 18:37:21
http://findo.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),,DGBRW/PDGOW,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:37:21
http://waterasleverage.org,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RVO (Rijksdienst voor Ondernemend Nederland),,,nee,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,ja,ja,ja,2024-06-13 18:37:21,Stichting Pleio
http://veiling.belastingdienst.nl,Rijksoverheid,FIN (Ministerie van Financiën),Belastingdienst,,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:37:21
http://huisstijl.belastingdienst.nl,Rijksoverheid,FIN (Ministerie van Financiën),Belastingdienst,CDC,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 18:57:23,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:37:21
http://www.energiesubsidiewijzer.nl,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),RVO (Rijksdienst voor Ondernemend Nederland),,,nee,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 18:57:23,nee,ja,ja,,waarschuwing,nee,nee,ja,2024-06-13 18:37:21
http://werkenbijhetcak.nl,Overheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",CAK,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 18:57:23,ja,ja,ja,,ja,ja,ja,ja,2024-06-13 18:37:21
http://deltaflexjenvmobiliteitscentrum.nl,Rijksoverheid,JenV (Ministerie van Justitie en Veiligheid),,,,ja,nee,nee,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:47:42,Stichting Pleio
http://www.dictu.nl,Rijksoverheid,EZK (Ministerie van Economische Zaken en Klimaat),DICTU,,,ja,nee,nee,ja,nee,waarschuwing,,,,,ja,2024-06-20 19:12:43,nee,ja,ja,ja,ja,nee,ja,ja,2024-06-13 18:47:42,DICTU Platform (EZK/DICTU)
http://cbhc.hetcak.nl,Overheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",CAK,,,,ja,ja,ja,ja,waarschuwing,ja,ja,info,waarschuwing,ja,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:47:42
http://ciz.databank.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",CIZ (Centrum Indicatiestelling Zorg),,,,ja,ja,ja,ja,waarschuwing,ja,ja,info,waarschuwing,ja,2024-06-20 19:12:43,nee,ja,ja,,nee,ja,ja,ja,2024-06-13 18:47:42
http://gds.dopingautoriteit.nl,Overheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",Dopingautoriteit,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:47:42
http://toets.dopingautoriteit.nl,Overheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",Dopingautoriteit,,,,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,waarschuwing,2024-06-20 19:12:43,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:47:42
http://zonmw-jeugdmagazines.nl,Overheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",ZonMw (ZorgOnderzoek Nederland / Medische Wetenschappen),,,,nee,ja,nee,nee,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,nee,ja,nee,,nee,nee,nee,ja,2024-06-13 18:47:42
http://mijn.igj.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",IGJ (Inspectie Gezondheidszorg en Jeugd),,,ja,nee,nee,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:47:42
http://mlzopendata.cbs.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",,Kerndepartement/LZ,,nee,nee,nee,ja,nee,,,,,,ja,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:47:42
http://geoforum.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Kadaster,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 19:12:43,nee,ja,ja,,ja,ja,nee,ja,2024-06-13 18:47:42
http://nlmaps.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Kadaster,,,,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,ja,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,ja,ja,ja,2024-06-13 18:47:42
http://politieplanner.nl,Overheid,JenV (Ministerie van Justitie en Veiligheid),Politie,,,,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 19:12:43,nee,nee,ja,nee,ja,ja,ja,ja,2024-06-13 18:47:42
http://temis.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),KNMI (Koninklijk Nederlands Meteorologisch Instituut),,,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 19:12:43,nee,ja,ja,,nee,ja,ja,ja,2024-06-13 18:47:42
http://werkenbijdesvb.nl,Overheid,SZW (Ministerie van Sociale Zaken en Werkgelegenheid),SVB (Sociale Verzekeringsbank),,,,nee,nee,ja,nee,waarschuwing,,,,,ja,2024-06-20 19:12:43,ja,ja,ja,ja,ja,ja,ja,ja,2024-06-13 18:47:42
http://boetebase.om.nl,Overheid,JenV (Ministerie van Justitie en Veiligheid),OM (Openbaar Ministerie),,,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,ja,waarschuwing,waarschuwing,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:47:42
http://snelheidsovertredingen.om.nl,Overheid,JenV (Ministerie van Justitie en Veiligheid),OM (Openbaar Ministerie),,,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,ja,waarschuwing,waarschuwing,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:47:42
http://nevenbetrekkingen.om.nl,Overheid,JenV (Ministerie van Justitie en Veiligheid),OM (Openbaar Ministerie),,,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,ja,waarschuwing,waarschuwing,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:47:42
http://toezichtopzorgnetwerken.igj.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",IGJ (Inspectie Gezondheidszorg en Jeugd),,,ja,nee,nee,ja,nee,,,,,,ja,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:47:42
http://beleefdenationaleparken.nl,Overheid,"LNV (Ministerie van Landbouw, Natuur en Voedselkwaliteit)",Staatsbosbeheer,,,,ja,ja,ja,ja,waarschuwing,waarschuwing,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:47:42
http://developer.overheid.nl,Overheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,,,,nee,ja,nee,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 19:12:43,nee,ja,nee,,ja,,ja,ja,2024-06-13 18:47:42
http://debatdirect.tweedekamer.nl,Overheid,TK (Tweede Kamer der Staten-Generaal),,,,,ja,ja,ja,ja,waarschuwing,waarschuwing,ja,info,info,ja,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:47:42
http://debatgemist.tweedekamer.nl,Overheid,TK (Tweede Kamer der Staten-Generaal),,,,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:47:42
http://opendata.tweedekamer.nl,Overheid,TK (Tweede Kamer der Staten-Generaal),,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 19:12:43,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:47:42,DICTU Platform (EZK/DICTU)
http://zoek.officielebekendmakingen.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,KOOP,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,ja,ja,2024-06-20 19:12:43,nee,ja,ja,,waarschuwing,nee,nee,ja,2024-06-13 18:47:42
http://deafsluitdijk.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,nee,nee,nee,,nee,ja,ja,ja,2024-06-13 18:47:42
http://ienc-kennisportaal.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,,nee,nee,nee,ja,nee,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,nee,nee,nee,nee,nee,ja,nee,waarschuwing,2024-06-13 18:47:42
http://knooppunt-hoevelaken.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,,nee,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 19:12:43,nee,ja,ja,,nee,nee,ja,ja,2024-06-13 18:47:42
http://wozep.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,,ja,nee,nee,ja,nee,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,ja,ja,ja,2024-06-13 18:47:42
http://vacature.werkenbijdeeu.nl,Rijksoverheid,BZ (Ministerie van Buitenlandse Zaken),,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,ja,ja,ja,2024-06-13 18:47:42
http://meldloket.postedworkers.nl,Rijksoverheid,SZW (Ministerie van Sociale Zaken en Werkgelegenheid),,DGW/AV,,ja,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,ja,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:47:42
http://vacature.werkenvoorinternationaleorganisaties.nl,Rijksoverheid,BZ (Ministerie van Buitenlandse Zaken),,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,ja,ja,ja,2024-06-13 18:47:42
http://rekentool.topinkomens.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:47:42
http://cert.pkioverheid.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,Toeg team levering 2,,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:47:42
http://cps.pkioverheid.nl,Rijksoverheid,BZK (Ministerie van Binnenlandse Zaken en Koninkrijksrelaties),Logius,Toeg team levering 2,,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,2024-06-20 19:12:43,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:47:42
http://leeromgeving.leerportaalienw.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 19:28:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:59:42
http://bezoekerscentrum.rijkswaterstaat.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:28:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:59:42
http://jeugdmonitor.cbs.nl,Overheid,EZK (Ministerie van Economische Zaken en Klimaat),CBS (Centraal Bureau voor de Statistiek),,,,nee,nee,ja,nee,waarschuwing,waarschuwing,ja,ja,waarschuwing,ja,2024-06-20 19:28:23,nee,ja,ja,,ja,nee,ja,ja,2024-06-13 18:59:42
http://signaleringleefomgevingengezondheid.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),,,nee,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,waarschuwing,ja,2024-06-20 19:28:23,nee,nee,ja,ja,nee,nee,nee,ja,2024-06-13 18:59:42
http://tst-rds.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),,,nee,nee,nee,ja,nee,,,,,,ja,2024-06-20 19:28:23,nee,nee,ja,ja,nee,ja,nee,ja,2024-06-13 18:59:42
http://kennisplatformvhg.nl,Rijksoverheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",RIVM (Rijksinstituut voor Volksgezondheid en Milieu),,,nee,nee,nee,ja,ja,waarschuwing,waarschuwing,ja,info,waarschuwing,ja,2024-06-20 19:28:23,nee,nee,ja,ja,waarschuwing,ja,nee,ja,2024-06-13 18:59:42
http://mass.cultureelerfgoed.nl,Rijksoverheid,"OCW (Ministerie van Onderwijs, Cultuur en Wetenschap)",RCE (Rijksdienst voor het Cultureel Erfgoed),,,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,waarschuwing,2024-06-20 19:28:23,nee,ja,ja,ja,nee,ja,ja,waarschuwing,2024-06-13 18:59:42
http://www.hetcak.nl,Overheid,"VWS (Ministerie van Volksgezondheid, Welzijn en Sport)",CAK,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,info,ja,2024-06-20 19:28:23,nee,ja,ja,,ja,nee,nee,ja,2024-06-13 18:59:42
http://subsidie.cultureelerfgoed.nl,Rijksoverheid,"OCW (Ministerie van Onderwijs, Cultuur en Wetenschap)",RCE (Rijksdienst voor het Cultureel Erfgoed),,,ja,nee,nee,ja,nee,waarschuwing,,,,waarschuwing,ja,2024-06-20 19:28:23,ja,ja,ja,,ja,,ja,ja,2024-06-13 18:59:42
http://dutchdubai.com,Rijksoverheid,BZ (Ministerie van Buitenlandse Zaken),,,,ja,nee,nee,ja,ja,waarschuwing,ja,ja,ja,waarschuwing,ja,2024-06-20 19:28:23,ja,ja,ja,,ja,ja,ja,ja,2024-06-13 18:59:42
http://afvalmonitor.databank.nl,Rijksoverheid,IenW (Ministerie van Infrastructuur en Waterstaat),RWS (Rijkswaterstaat),,,,ja,ja,ja,ja,waarschuwing,ja,ja,info,info,ja,2024-06-20 19:28:23,nee,ja,ja,,nee,ja,nee,ja,2024-06-13 18:59:42
